entry_id,page_number,primary_arabic_name,synonyms,full_paragraph,char_count,ocr_confidence,is_plant,confidence,reason,needs_human_review
40,52,أرنب,,"باليوانية لا غوس واللطينية لا يره والعربية خخرز والبربرية بابرزست والريانية
أرنيا والعبرية أرنيست والاغريقية والفارسية لنوس وهو حيوان دون الكلب سبقط منه أسود
هو أردؤه وأبيض تركى هو أجوده يقال إنه يحيض كالنساء وأنه ينقلب من الذكورة إلى
الأنوئة وبالعكس وإذا وف وذبح أثر الخوف يقال رنه يحيض كالناء وأنه ينقلب من
الذكورة إلى الانوثة وبالعكس وإذا وف وذبح أثر الخوف لم يخرج منه دم لشدة ما يدركه
من الرعب ومدة حمله سبعون يوما وأكثر ما يولد بليسان وهو حار فى أول الثالثة رطب فى
الثانية والأسود يابى والثوب من جلده يسخن البدن ويعدل الخلط وإدمانه يقطع البسواسير
ويملم البرد أن يؤثر فى البدن ووبره ولو بلا حرق يحبس الدم حيث كان وكله إذا شوى
جيسن الدم وأصلح اللشة مطلمًا لا بخصوصية دماغه ولا فى الاأطفال حسيما ورد دماغه
يشحم الدب يذهب داء التعلب بالعسل أواماء الاسقيل وأنفحته تمنع من الصرع بالخل
وجمود اللبن والموم فساد المعدة شربا وبعد الطهر تمنم من الحمل شربا واحتمالا ومرارته
بالعكس إذا خلطت بالزيت ودمه يجلو الآثار ويسكن الأوجاع المزمنة طلاء ومتى طبخ من

6 غير إزالة شئ منه حتى يتهرى فتت الحصى شربا وحبة أو حبتان من دماغه بأوقية أو أوقيتين
من اللبن الحليب كل يوم إلى اسبوع تمنع الشيب مجرب وحراقة جوفه بما فيه مع دهن الورد
تنبت شعر الرأس ولحمه وبعره يمنع البول فى الفراش وشحمه الشقوق وانتشار الشعر ورماد
عظمه يحلل الخنازير وبيوله يحد البصر قطورا على ما قيل وعينه اليمنى إذا حملت أررثت
الهيبة وهو يصدع المحرورين ويصلحه الخل والهنديا والبحرى منه كالمك إلا أن رأسه حجر
وفوفه كأوراق الاشنان وهو سم قتال يغثى ويكرب ويعخلط العقل وعلاجه القىء وشرب لين
الاتن وماء الشعير والفواكه الحامضة » وعلامة البرء منه النوم وعم كراهة المك",1510,0.8546,no,1.0,"النص يصف بوضوح حيوان ""الأرنب"" ويذكر خصائصه الجسدية كونه دون الكلب وله وبر ودماغ، مما يصنفه ككائن حيواني وفقاً للقاعدة الرابعة.",No
53,56,اسفيداج,,"معرب من الفارسية وفد يزاد مرقع بالبربرة النحيب واليونانية سميوتون
والعبرية بأروق والسريانية اسقطيفا ويقال حفر والهندية بارياجمى وعندنا اسبيداج والمراد به
هنا المعمول من الرصاص فإن كان من القلعى فهو الرومى الاجود وصنعته أن يصفح
أحد الرصاصين ويطبق بالعنب المدقوق يبزره ويدفن فى حفائر رطبة أو يثقب وبربط ويترك
فى أدنان الخل ويحكم سدها بحيث لا يصمد البخار ويتعاهد ما عليه بالحك إلى أن يفرغ
وأجوهه الابيض الناعم الرزين المعمول فى أبيب أعنى تموز وهو بارد فى الثانية يابس فى
الثالثة على الاصح ملطف مغر ينفع من الحرق مطلقا ببياض البيض ودهن البنفسج والورم
والصداع والرمد والحكة والبشور والقروح ونزف الدم طلاء ويقع فى المراهم مع الإقليميا
ومع البنج يمنع نبات الشعر مجرب يزيل الشقوق والتميط ونتن الإبط ونساء مصر ونخراسان
يقونه الصبيان للحبس والرائحة الكريهة وفيه خطر وبمنع الخيض والحمل وشربا وهو يصدع
ويكرب ويفضى إلى الخناق وربما قتل منه خمسة دراهم . ويعالج بالقئ برماد الكرب وشرب
الأنيسون والكرفس والرازيانج والربوب والأدهان والحمام وشربته إلى مثقال وبدله الاسرنج
وأخطأ من زعم أنه معدنى وإنه يتكون بالخرق",994,0.8555,no,1.0,"المادة الموصوفة هي ""بياض الرصاص"" أو ""الإسفيداج""، وهي مركب كيميائي معدني يُصنع من الرصاص أو القصدير ولا تنتمي للفصيلة النباتية.",No
54,56,اسرنج,,"هو الصيلقون وصنعته أن يحرقٌ الاسفيداج أو الرصاص على طابق ويدر
الملح عليه وتحريكه وطنيه فى خخل وإعادته ما لم يفنت إلى الحرقش ثم يقرص وباقى أحكامه
كالاسفيداج وقيل إن الإسرتج أشد تنعا فى الغروح وأنهما لم يدخلا الأكحال حتى يغسلا",224,0.8555,no,1.0,الإسرنج (أو السيلقون) هو أكسيد الرصاص الأحمر، وهو مركب معدني كيميائي يُصنع من حرق الرصاص أو الإسفيداج كما نص الكتاب، وليس كائناً نباتياً.,No
55,56,اسفنج,,"وقد تحذف الهمزة وهو سحاب البحر وغمامة ويمى الزيد الطرى وهو رطوبات
تنتج فى جوائب البحر متخلخلة كثيرة الثقوب تبيضه الشمس والقمر إذا يل ووضع فيهما
مرارا وقد يتحرك يماء فيه لا روح والذكر منه صلب وهو حار فى الثانية يايس فى أول الثالثة
يحيس الدم ولو بلا حرق ويدمل بالشراب ومحروقه أقوى وقطعة منه إذا ربطت بخيط
وابتلعت وفى اليد طرف الخيط وأخرجت أخرجت ما ينشب فى الحلق من نحو العلق
والشوك ويقتل الفأر إذا قرض صغارا ودهن بزيت وينفع من الابردة بالعسل والشراب طلاء
ورماده يقع فالاكحال فيجفف وينغع من الرمد اليابس وما فى داخله من الااحجار يفتت
الخصى مجرب",541,0.8555,no,1.0,الإسفنج كائن حيواني مائي يتبع شعبة المساميات (Porifera) وليس نباتاً، ووصفه في النص كجسم متخلخل الثقوب يتولد في البحر يؤكد هويته كحيوان لا فقاري.,No
57,56,أسد,,"بالعبرانية سارويا وباليونانية والافرنجية ليون والإغريقى لاوندس واللطينية بلج

كن والبربرية إِيزم. وأشهر أسسمائه السبع فالليث وأجوده الهندى وهو حار يابس فى الثالثة وأجود ماقيه
شحمه بمنع الهوام مطلقا وداء الدعلب وتولد القمل والمفاصل والنا والنقرس ووجع الظهر والخناصرة
والصداع العتيق ويهيج الباه دلكا وأكلا ولحسمه ينفع الصرع وإن كان عسر الهضم ورماد كعبه وجلده
بلحم الجراح ويحبس الدم وهو محموم أبدا. صوته يقئل التمساح مع خوفه من الديك ونقر النحاس
ورؤية الهرء ولا بقسرب الحائض ومرارنه تقلع البباض كحلا تحد البصر وتحل المعقود شربا فى البيض
ودخان شعره بطرد الهوام والسباع ويسقط البواسير وكذا الجلوس على جلده ويمنع ناد الصوف
والثباب. ودلك ما بين العيتين بشحم جيهمه يورث الهييه وكذا حمل جلده أيضاء وتبل أن خواصه لا
تنجب إلا إذا عملت مستهل الشهر والإكثار من أكل لحمه يوقع فى الدق والذبول ويصلحه شرب اللبن
اخامضى وماء الرجلة.

|أأسد العدس [ وهو الهالوك وهو خيط حمر إلى غبرة نتفرع عن أصل كالجزر الصغير تتلف
على ما حولها من النبات فتفسده وهو حار يابس آخر الثانية يحلل البلغم والسوداء الغير مسحترقة وينفع
الير نان بالسكنجين ويدر البول ويفنت الحصى بماء الكرفس ويطلى بالخل على الثتمله فيمنع سعيها ويهزل
السمان مجرب وهو يكرب ويغثى ويصلحه البنفسج وشربته إلى خمسة وبدله الانثيمون وفى الهزل
الصعتر مثله مع ربعه سندروس.

|اسقو لو قندريون|يونانى معناه مزيل الصفار صخرى ينبت حيث لا تراه الشمس بلا نور ولا
ساق مشرف الورق يؤخذ فى أكتوبر يعنى أمثسير حار فى الثاني يابس فى الثالثة يفتح ويدر ويزيل الطحال
واليرقان إلى أربعين يوما بالسكنجبين مجرب ويضرب القلب والرئة ويصلحه العسل وشريته إلى خمسة
مثاقيل وقيل بدله المرجان المحرق.

|إأستبون! فارس هو الزتبوع بالعربية وهو نوعان أحدهما أن تركب قضبان الاترج فى النار نج
ويعرف الآن بالكباد والشانى أن نركب فى الليمون فيكشمر فى حجم الليمون لكنه مستطيل كالاترج وهذا
كثير بمصر يسمونه الحماض الشعيرى وهو بارد يابس فى الثالئة وقشره حار يابس فى الثانية أضعف فملاً
من الاترج البحت وأقوى فملا من الليمون يسكن اللهيب والعمطش والصفراء ويفتح الشاهية؛ وماؤه بحل
الجواهر وينفع من الإسهال المزمن والذرب والحميات. والحذر من استعماله موضع شراب الحماض الذى
هو النبت المعروف اغترارا بقول أهل مصر فإى هذا يضر الصدر ويحدث السعال ولكنه بقاوم السموم.

|أسفست | معرب الرتبة [اسر ب |[ الرصاص |اسقيل | العنصل |اسقئد | الحردل الابيض أو
هو الحرق أو الحرمل |اسطرطيقوس! زعم مالا يسع أنه الحالبى وليس كذلك إذا الحالبى أطراطيقوس
|أسد الارض| الحرباء ويطلق على الاشخيص |أسفيوس! البزر قطونا إأسقورديون| ثوم برى.

|أسود سليم | تركيب غبر قديم ينسب إلى أوحد الزمان هبة انه أبى البركات ينفع من الصداع
العشيق والسعال المزمن وضيق النفس والدوستطاريا واختلاف الدم والزحير والمفاصل والنا والتقرس
واللجدرى والفالج ويقطع الافبون والبسرش ع من اععادمن غير كلفةوهو

إنإن المعروف الآن بمعجون القطران على تحريف فيه وهو من الادوية التى تبقى إلى ست سنين
وشربته نصف درهم وهو حار فى أو الثانية يابس فى آخخر الثالثة

وصتعته يزر حرمل مائة وعشرون جاوشير ثمانون شوئيز وبازرد وقثا برى من كل
ستون وج وسكبينج وأشق وزاروند طويل وخردل ومقل أزرق وخريق وجندبيدستر واصل
الحظل وكبريت أصفر وبرز الجرجير وفنجتكشت وشذاب جبلى من كل أربعون أفيون
وفربيون وبنج وفلفل أبيض وكندس وملح هندى أحمر ونفطى وأصل اللفاح وزصل البنج
وعافر قرحا ومر وصبر ولبان وشيطرج من كل عشرون سنبل ومصطكى وزرئياد ودرونج من
كل ثمانية زعفران ثلاثة يدق وتحل الصموغ فى القطران الابيض ويسقى به العسل ويدفن فى
الرماد إلى شهرين ثم يستعمل",3144,0.8652,no,1.0,النص يصف الأسد (حيوان مفترس) ويذكر خصائص أعضائه كالشحم واللحم والجلد والمرارة، وهو ما يندرج تحت المنتجات الحيوانية وليس النباتية.,No
58,58,اسفيدياج,,"من أغذية الفضاف ومتى غلبت عليه اليبوسة وأجوده المعمول بالدجاج وهو
حار رطب فى الثانية يولد كيموسا جيدا ودما صاحا ويصلح النفس ويخصب البدن ويمتع من
تولد السوداء والجذام ‎٠‏ وصنمته أن يقطع الدجاج أو اللحم صغارا ويطبخ حتى تنزع
رغوته ويلقى عليه من الحمص والبصل المحوق بالكزبرة والمصطكى حتى تستوعب أجزاؤه
ويحمض بيسير ليمون أو خل ويغطي حتى ينضج وينزل",342,0.8652,no,1.0,النص يصف وصفة لطبق غذائي مركب (طبيخ أو مرق) يتكون من اللحم والبصل والحمص والتوابل، وليس كائناً نباتياً.,No
64,60,أشياف,,"من التراكيب القديمة ينسب إلى الاستاذ وعندى أنه قبله كما تشهد به الكتب
اليونانية والمعمروف إطلاق هذا الاسم على ما يشخص العين وما يعسجن ويقطع إلى استطالة
وتقوية إلى غير ذلك وقد يطلق على الفعل المحمولة وهر قليل وهو ضوعه العقاتير البصلية
ومادته المفردات الصالحة للأكحال وغايته حفظ الرطوبة فى الاوجه أو القسوة وكانه ألطف
على العين الضعيفة من الأكحال والذرورات وهو لها كالطلاء لباقى البدن ولا ينبغى الإكثار
منه خارج العين إلا إذا كثرت أورام الجفن لنلا يعيق حركتها فيحتبس فيها البخار وهذا
تلخيص ما ينبغى مع أنواعه من انتخاب الأنفع وأنتقاء الأجود واللّه الموفق",552,0.8249,no,1.0,الأشياف هي تراكيب دوائية مركبة وأشكال صيدلانية (كأقلام الأكحال أو التحاميل) وليست كائناً نباتياً مستقلاً.,No
65,60,اشياف ملوكى,,"يترحم بالباسليقون وتارة بالمراير قال بعضهم إنه أول ما ركب وليس
كذلك فقد صرح الطبيب بأن أشياف المراير صناعة اصطيطيقان ‎٠‏ وقوة هذا تبقى إلى سنتين
وهو نافع من نزول الماء والقروح والغشاوة والرطوبة
خمس اسفيداج أربعة أشق سكبينج دهن بلسان جاوشير من كل اثنان أفيون واحد مرارة
ضبعة واحد مرارة مبوط وقبج من كل سبعة مرارة باشق وعتاب وبثر وثدلب ودب وذلب
وغدات م كا واحيل مم نصف واحد شحم حنظل إن كان هناك بياضف سكبينح ظلمة

راب من كل : ( بياضص حّ
فربيون إن انتفت الخرارة من كل لصف وفى بسحة مرارة اليازنى واحد يشيت الكل ماء
الرازيانج قال الشيخ إن اجتماغ هده المراربر كله شرط فى الحسن لا فى الصحة والضروى
منها القيح والشبوط حتى قال إن للاكنحال بها مع ماء الرازيائج كاف وقد صرح فى المجربات
أن مرارة الحدأة مع هذا الماء تخرج لم إذا اكتحل بها بالخلاف وأخبرنى بعض أهل
سمرقند وكان عارفا أن مرارة الحدأة أو البوم والقبجح يعنى الحجل مجربات لنزول الماء
والغشاوة",839,0.8249,no,1.0,أشياف ملوكي هو تركيب دوائي أو وصفة طبية مركبة (كحل للعين) تتكون من خليط من مواد نباتية وحيوانية ومعدنية، وليس كائناً نباتياً بحد ذاته.,No
66,60,أشياف محج,,"من صناعة الطبيب يسمى أشيباف الكلب لسرعة ثعله يكن أوجاع المين
كلها ويحلل الرمد والورم وصنعته أثمد صمغ عربى من كل خمسة نحاس محرق واحد
ونصف اسفيداج واحد سبل حضض من كل نصف وكذا من كل من اجندبيدستر والصبر
والافيون والقلقطار المحرق واقيلميا كذلك » وفى نسخة واحد يشيف بماء طبيخ الورد وقد
يزاد زعفران مر أقاقيا من كل واحد فإن حذف الاثمد من هذا فهو الاذج المعروف عندهم",359,0.8249,no,1.0,النص يصف تركيباً دوائياً (وصفة طبية) تشتمل على خلط مجموعة من المعادن والأصماغ والمواد الحيوانية، وليس نباتاً مفرداً.,No
67,60,أشياف تناحى,,"هو الطف الأشياف واقلها نكاية وأكثرها نفعا للقروح مطلتا والضربان
والغشاوة والبثور والمادة؛ وصلعتكه: اقليميا محر قة مطغاة يلبن ثناء أو أن سدة عثر مثقالا
اسفيداج مغول ثمسانية مثاقيل زعفران أربعة مثاقيل كثيرا مشقالان يعجن بماء المطر ويستعمل
ببياض البيض .",250,0.8249,no,1.0,النص يصف تركيباً دوائياً (كحلاً أو مرهماً عينياً) يتكون من خليط من مواد معدنية ونباتية، مما يجعله وصفة مركبة وليس كائناً نباتياً.,No
68,60,اشياف السماق,,"ينفع من الرطوبات والدمعة والحكة والجرب والسلاق والبياض الخفيف
والعلل الحارة وصنعته' سماق جزء ورق آس إهليلج أصفر عفص من كل ربع جزء يطبخ

مه الكل بعشرة امثاله ماء حتى يذهب ثلاثة أرباعه فيصفى ويطبخ ثانيا حتى يذهب ثلثاه » ثم
يؤخد ماميئا إثمد توتيا هندى نحاس محرق إسفيداج من كل درهم أقاقيا نصف درهم كثيرا
افيون نشا من كل ربع درهم يشيف بالماء المذكور وإن كان هناك تنائر فى الشعر زيد سنبل
درهم أو غشاوة فشيح ولولؤ من كل نصف أو استرخاء فمسك كذلك",437,0.8619,no,1.0,النص يصف تركيباً دوائياً (أشياف) مكوناً من مجموعة من المواد النباتية والمعدنية وليس كائناً نباتياً مستقلاً.,No
69,61,اشياف أبيض,,"أصله للطبيب وزيد فيه ونقص ومداره على الصموغ والاسفيداج والنشا
وهو ينفع من الأمسراض الحارة ويحلل الاورام ويردع واهل مصر يجعلونه من خارج وكذا
غالب الاشياف وليس بصواب دائما لما ذكر وصنعته اسفيداج خمسة كثيرا بيضاء صمغ
من كل ثلاثة نشا أنزروت من كل اثنان وقد يزداد أفيون ربع درهم كندر قيرطان",285,0.8619,no,1.0,الأشياف الأبيض هو وصفة دوائية مركبة (كحل للعين) تتكون من مزيج من عدة مواد معدنية ونباتية وليست كائناً نباتياً بذاته.,No
70,61,أشياف الزعفران,,"يتعمل للطفة فى الامراض المركبة ولا يؤخذ إلا بعد النضج وهو
مسكن الأوجاع مقو للعين محلل للفضلات وصنعته أقاقيا روسختج من كل عشرة
صمغ كثيرا من كل خمسة زعفران درهمان ستبل درهم شادنج مثله » وفى نسلخه أقيون مر
من كل نصاف شادنج هندى إن كان استرخاء أو ظلمة كذلك",252,0.8619,no,1.0,"""أشياف الزعفران"" هي تركيبة دوائية (وصفة مركبة) مخصصة لأمراض العين تتكون من أخلاط نباتية ومعدنية، وليست نوعاً من النباتات.",No
71,61,أشياف زعفران,,"أيضا من عمل مارستان مصر وهو المتداوى به الآن ينفع من الرمد
مطلقا بعد تزويده ويشيد الجفن وينشف الرطوبات ويخلص من كل غوائل ضعف البصر
ويتعمل بعد الانحطاط بنفه وتبله ممزوجا وصنعته انزروت ستة . قلب الحبة السوداء
ثلائة صمغ عربى سكر نيات من كل اثنان زعفران ما ميران كثيرا بيضاء من كل درهم",281,0.8619,no,1.0,"المادة المذكورة هي ""أشياف""، وهي عبارة عن تركيب دوائي (كحل مركب) يتكون من خلطة عدة مكونات نباتية وغير نباتية وليس كائناً نباتياً مفرداً.",No
72,61,أشياف أحمر حاد,,"ينفع من السلاق والجرب واليل والحكة والكمتة والسيلان
والغشاوة إذا كانت عن برد وصنعته شانتج ائنا عشر صمغ صير افيون زنجار من كل ستة
من زعقران دم أخوين من كل نصف درهم ومتى غلظت الأجفان أو قويت الظفرة أو كان
المزاج باردا زيد قلقطار محرق كالزنجار",240,0.8619,no,1.0,النص يصف تركيباً دوائياً (كحلاً مركباً) مكوناً من عدة عناصر نباتية ومعدنية، وبناءً على القاعدة الخامسة فإن الوصفات المركبة لا تُصنف كنبات.,No
73,61,أشياف أحمر,,"لين يستعمل فى الأمراض المذكورة إذا آن تحللها أواخر الرمد وصنعته

كثيرا بيضاء صمغ نشا شانج هندى سواء مر زعفران من كل نصف احدها",125,0.8619,no,1.0,الأشياف الأحمر هو وصفة طبية مركبة (كحل) تتكون من خليط من مواد نباتية ومعدنية، وبناءً على القاعدة الخامسة لا يعتبر نباتاً.,No
74,61,أشياف أخضر,,"ينفع لما ذكر فى الاحمر الحاد إلا أنه أشد جلاء وإزالة للبياض والسبل
وصنعته صمغ عربى اسفيداج أشق سواء زنجار شادنج من كل صنف أحدهما يشيف بماء
الذاب",144,0.8619,no,1.0,النص يصف تركيباً دوائياً (وصفة طبية مركبة) لعلاج العين تتكون من أخلاط معدنية ونباتية، وليس كائناً نباتياً.,No
