entry_id,page_number,primary_arabic_name,synonyms,full_paragraph,char_count,ocr_confidence,is_plant,confidence,reason,needs_human_review
26,50,أذراقى,,"تلخص عندى أنه مجهول لان الشيخ يقول إن شجره كالكبر له ثمر فى غلاف
وقال بعضهم أغفله فى المقارت وقال قوم ذكره فيها كزيد البحر وفسيل شئ أزرق يلصق
بالقصب بارد يابس فى الثالئة وقيل حار سمى يحلل طلاء ويسكن الأوجاع المزمنة",214,0.8703,yes,0.9,النص يصف المادة بأن لها شجراً وثمراً ويقارنها بنبات الكبر، أو يصفها بأنها مادة تنبت على القصب، وكلا الوصفين يندرجان تحت الكائنات النباتية.,No
27,50,آذان الفأر,,"باليونانية مروش أوطا ويخص ما ينبت بالأفباء والظلال باسم الاليسيتى ‎٠‏
‏وهو أصناف كثيرة منه محدب الورق دقيقه أصفر الزهر مشرف ناعم وهذا بارد رطب فى
الثانية ومنه مزغب دقيق طويل يفرش على الارض ومنه بتوعى يقطر لبنا أبيض حاد أكال
مغث وهذا كثير بمصر ومنه جبلى يلصق ورقه بأغصانه وهذه حارة يابسة فى الثانية أيضا ينفع
جميعه من السموم والاورام والآثار طلاء » والحار يهيج الجماع خصوصا عصارته مزجا
وشربا والذى تشم منه رائحة القثئاء يسكن اللهيب والفثيان ويقط الديدان إذا أتبع باسمك
المالح ويصدع ويصلحه المرزنجوش وشربته إلى مثقال",514,0.8703,yes,1,"النص يصف بوضوح كائناً نباتياً له أوراق وأزهار وأصناف متنوعة، ويحمل الاسم اليوناني ""مروش أوطا"" المرادف لجنس ""Myosotis"" (أذن الفأر) المعروف علمياً كعشب نباتي.",No
28,50,آذان الآأرنب,,"والشاه وهو اللصيقى ويسمى فى الفلاحة خذنى معك لالتصاقه بالثياب
فى غلظ الاصبع كثير الفروع وزهره أررق ومنه أحمر تخلف الواحدة أربع حبات مفرطحة

14 خشنة يدرك فى إيار وهو حار يابس فى الثانية من أجل الضمادات لضعف المعدة وادشرويات
بالعسل للصدر والسعال محلل للأورام ويل يضر بالكلى ويصلحه بالسكر",285,0.8658,yes,1,يصف النص خصائص نباتية واضحة كالفروع والأزهار والبذور وتوقيت الإدراك في شهر إيار، وهي أوصاف تنطبق على نبات لسان الكلب (Cynoglossum).,No
30,51,آذان الفيل,آذان الجدى | آذان الدب | آذربو | أرز,"بضم الهمزة فالراء المهملة فالمعجمة وفى اليونانية بواو بعد الهمزة ومثناة تحتية بعد
المهملة وباقى الألسن بحذف الهمزة وهو عند الهند نبت معروف أشبه شئ بالشعير لاغنية له
عن الماء حتى يحصد وأجوده الأبيض فالأصفر وأردؤه الأسود والنابت بالروم المرعشى أجود
من المصرى والهندى أرفع الجميع وأردزه ما يزرع يجولة دمثق ثم السويدية من ديارنا
ويدرك فى تشرين أعنى بابه وأكتوبر وقد يدرك بتوت وكلما عتق فد وهو يايس فى الثانية
إجماعا بارد فى الاولى وقيل فى الثانية وقيل حار فى الأولى وقيل معتدل يعقل البطن
ويلطف بنبن الماعرز ويذهب الزحبر والمفص بالشحم والدهن والعطش والغثيان باللين
الحامض والإسهال بالماق والهزال بالسكر والحليب ويجود الأحلام والأخلاط والألوان ‎٠‏
‏والهندى ترى أنه يطول العمر والإكثار منه يصلح الأبدان ولكنه يولد القولنج ويعقل بإفراط
خصوصا الأحمر ومع الخل يوقع فى الأمراض الرديئة ويصلحه نقعه فى ماء النخالة وأكله
بالحلو ويقوم مقامه الشعير مع اللبن الرايب وهو بدله وبالعكس وماء غسالته يجلو الجواهر
جدا ودقيقه بالشحم يفجر الدبيلات ومع الترمس يجلو الآثار وعصيدته تملأ الجراح وتبييض
الشعر إذا حشى بها زمنا وماء المطبوخ بقشره يسقط الأجنة وشربه يكرب ويصدع وليس بقاتل
ولا يقرب من الذراريح وإذا بخرت به الاشجار لم تنتثر أزهارها",1113,0.8658,yes,1,النص يصف بوضوح كائناً نباتياً يُزرع ويُحصد ويُشبه الشعير وله أصناف وألوان، مما يؤكد أنه مادة نباتية (الأرز).,No
35,51,أرمالك,,"وتحذف الكاف نبات يجبال اليمن والشحر إلى ذراع أغبر الورق سبط
أسماتجونى الزهر لا ثمر له » والمتعمل قشره وأجوده الضارب إلى الصفرة المأخوذ فى تمور
حار يابس فى آخخر الثانية » ينوب مناب القرنفل والدار صينى ويباع بدلا منهما ‎١‏ يمنع انتشار
الاواكل وضربان المفاصل وأمراض الاسئان شربا وطلاء ويصلح الاظفار ويدر الفضلات
خلا اللبن ويقطع البخار الكريه حيث كان ويصدع وتصلحه الكزبرة وشربده إلى مثقالين
مفردا وبدله فى النكهة الكبابة وفى غيرالسليخة",431,0.8658,yes,1,"يبدأ النص بتعريف المادة صراحة بأنها ""نبات"" ويصف أجزاءه من ورق وزهر وقشر واستخداماته الطبية كبديل للقرفة.",No
36,51,ارخيقن,,"يونانى وعرب بإبدال المعجمة زايا تمنشى له زهر اصفر وورق مستدير أحد
وجهيه أغبر والآخر اخحضر يدرك ببابه أعنى إيار ‎٠‏ وأجوده الغليظ الناعم وهو حار يابس فى
الثانية يجلو الآثار ويحلل الصلابات » ويسكن الأوجاع ويدر الدم ويفتح السدد ء ويذهب
الطحال واليرقان والاستقاء مجرب إذا شرب منه كل يرم نصف رطل بالحلو ولا يشترط

فى م © - تذكرة أرلى الألياب - ج ‎١‏ السكر ويصبغ أصفر وهو يصدع ويصلحه السكنجبين وقد شربته أربع مثاقيل وبدله الفود
كنصف وزنه",431,0.8582,yes,1,يصف النص بوضوح أجزاء نباتية كالزهر الأصفر والورق المستدير وموعد نضجه في شهر أيار.,No
37,52,أراك,,"ريسمى الواء عربى لم تذكره اليونان لأنه من خواص الإقليم الأول وما يليه من
الثائى يقرب من شجر الرمان إلا أن ورقه عريض سبط لا يتشر شتاء مشوك له زهر إلى
الحمرة يخلف حبا كالبطم أخضر ثم يحمر ثم يسود فيحلو وهو حار يابس فى الثانية أو يبسه
فى الثالثة جلاء محلل مقطع يفتح السدد ويقطع البلغم والرطوبات اللزجة والرياح الغليظة »
وإذا غلى فى الزيت سكن الأوجاع طلاء وحلل أورام الرحم والبواسير والسعفة ولا يقرم
مقام حبه فى تقوية المعدة وفتح الشاهية شئْ وورقه يحلل ويمنم النوازل والماشرا والنملة
طلاء وذلك الأسئان بعوده يجلو ويقوى ويصلح اللثة وينقيها من الفضلات والإكثار منه
يورث البثور فى اللهات ويسحج وتصلحه الكثيرا والشربة من طبيخه إلى نصف رطل ومن
حبه إلى ثلالة وبدله فى الجلاء الديك برديك وفى غير ذلك الصندل",694,0.8582,yes,1,النص يصف شجرة لها ورق وزهر وثمر (كالبطم) ويُستخدم عودها لتنظيف الأسنان وتقوية اللثة، وهي شجرة الأراك المعروفة علمياً باسم Salvadora persica.,No
38,52,أرقيطون,,"فارسى وباليونانية أرقيسون نبات مزغب مربع دون ذراع له إكليل إلى الخمرة
يخلف بزرا فى حجم الكمون أسود أجوده الحديث الحريف حار يابس فى الثالثة أو الثانيةلا
يعدله شئْ فى أمراض الفم والاسنان وأوجاع الصدر ونفث المعدة وتسكين الماصل ولكنه
يضر الكلى وتصلحه الأدهان وشربته إلى ستة وبدله الشيح",281,0.8582,yes,1,"النص يصف الكائن صراحة بأنه ""نبات"" ويفصل في خصائصه المرفولوجية مثل الساق المربعة والبذور، وهو المعروف علمياً باسم الأرقيطون (Arctium).",No
39,52,أرجوان,,"معرب عن عين معجمة بالعربية كل أحمر والثارسية نبت مخصوص رخو
الخلب سبط الورق شديد الحمرة حريف يغش بالبِمّم رزانته وكمودته وبالطقشون والفرق
رخاوته حار فى الأول معتدل يخرج الأخلاط اللزجة وينفع من برد المعدة والكلى والكبد
ويصفى اللون وطبيخه ينقى آلات النفس والمعدة بالقوا ومحروقة يحيس النزف ويخصب جدا
وهو يحدث الغثيان ويصلحه ور العناب والنمام وشربته إلى أربعة وبدله مثله صندل أحمر
ونصفه ورد",385,0.8582,yes,1,"يصف النص ""الأرجوان"" بأنه ""نبت مخصوص"" له أوراق (سبط الورق) وخشب (رخو الخلب) وبدائل نباتية كالصندل الأحمر والورد.",No
43,53,أرسطونوجيا,أرند يرند | أرطاناسيا | أربيان | ازادرخت,"بالمعجمة فارسى ويسمى الطاحك وبمصر الزنزلحث وبالشام الجرود وهو
شجر يقارب الصغصاف أملس الورق إلى السواد مر الطعم ثمره كالزعرور فى عناقيد يدرك
آخر الربيع ويدوم طويلا وهو حار فى الثالثة يابس فى الثانية أو الاولى يفتح الدد ويدر
النفلات ويقاوم السموم عصارة وطبيخا وشريا ويمنع الغثيان طلاء ويفتت المحصى مطلقا
ويحلل الخنازير الصداع نطولا وثمرته تقتل ويعالج شاربها بالقئْ وشرب اللين وأكل التفاح
والرمان وسائر أجزائه حراقته وعصارته تبرئ قروح الراس وتطول الشعر إذا وضعت عليه
مرة بعد أخرى مع المرادسنج وذهن الورد وغسل كل ثلاثة أيام وشريبته إلى نصف أوقية
وبدله الشهدائج",556,0.8546,yes,1,النص يصف بوضوح كائناً نباتياً وهو شجرة (الزنزلخت أو الأزادرخت) بذكر أوراقها وثمارها وخصائصها الطبية وموطنها.,No
46,53,اسفاناخ,,"معرب عن فارسية هو اسباناخ وباليونائية سرماخيوس بقل معروف يتنبت
وقيل ينبت ينفه ولم نر ذلك وأجوده الضارب إلى السواد لشدة خضرته المقطوف ليرمه
النابت بحر لطين وليس له وقت معين لكن كثيرا ما يوجد بالخريف وهو معتدل وقيل رطب
ينفعم من جميع أمراض الصدر والالتهاب والعطش والخلقة والمرارة والحدة نيئا ومطبوخا
والحميات أكلا وعصارته بالسكر تذهب اليرقان والخصى وعر البول وأكله يورث الصداع
وأوجاع الظهر وماؤه يطبخ به الزراوند والزرنيخ الاحمر فيقتل القمل مجرب ويربط نيئا على
الاورام الغلغمونية ولسم الزنابيرفيسكنها ويفجر الدييلات وإذا طبخ وهرس بالإسفيداج حلل
البنور طلاء وهو يصدع البرودين ويضعف معدتهم ويبطئ بالهضم ويصلحه طبخه يدهن
اللوز والدار صينى وشربة عصارته عشرة دراهم بدله اللق المغسول",674,0.8546,yes,1,"المادة المذكورة هي ""الإسفاناخ"" (السبانخ)، وهو نبات عشبي ورقي (بقل) موصوف في النص بخصائصه كخضراوات تنبت وتُقطف وتؤكل نيئة أو مطبوخة.",No
47,53,أسارون,,"الثاردين لابرى والإنليطى ونجيل الهند وهو نبات منه سبط وعقد مبزر ومنه
نحو ذراع مط على الارض وما غالبه تحت الارض وبالعكس وجمسيعه أغيسر إلى الصفرة
زهرة عند اأصوله فزفير به ويفترق إلى دقيق الورق صلب وعريض هش وما يشبه النيل
والقرطم واللبلاب ومزغب وناعم وأجوده العقد الاصفر الطيب الرائحة القليل المرارة
المجتنى فى بؤنة أعنى تموز ولم يغش بشئ حار يابس فى الثانية والإفريقى فى الثالثة وأكله
ملطف محلل مفتح ينقى المعدة والكبد والكلى والطحال من الباردين ويحلل الخصى وعسر

0.1 البول وأوجاع الوركين والنسا والنقرس خصوصا المنقوع فى العصير شهرين كل ثلاثة مثاقيل
فى أربعة أرطال ونصف ويهيج الباه شربا وضمادا بين الوركين بلبن لقاح أو نعاج ويدر
الفضلات ويزيد فى المنى ويقع فى الاكحال فيصلح القريئة ودخانه يطرد العقارب ويضر
الرئة ويصلحه الميويزج وشربته من مشقال إلى ثلاثة وبدله وج أو رنجبيل أو بابونج أو
خولنجان أو الوج نصفه والحماما ثلئه أو سدسه أو تردمانا نصفه مع ثلشيه وج والصحيح
الارل",868,0.8646,yes,1,النص يصف بوضوح كائناً له أوراق وجذور وأزهار ويُصنّفه صراحة كنوع من النباتات، وهو ما تؤكده المصادر العلمية والتاريخية.,No
